Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2010 [YR2010],2015 [YR2015]
Jamaica,JAM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Japan,JPN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.5187898089172,98.7321656050956,98.9455414012739
Japan,JPN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.7750072292994,96.9846062738854,97.1942053184713
Jordan,JOR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.2402621858381,98.9000179809222,98.5666801817343
Jordan,JOR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.87519980643,93.5856903005566,93.2933627920115
Kazakhstan,KAZ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,87.8844901172184,89.6227637392442,91.1455900251713
Kazakhstan,KAZ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Kenya,KEN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,50.5931701856799,54.6184710902811,58.456776723262
Kenya,KEN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Kiribati,KIR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,62.2489164270236,63.6298581215144,64.3923285563949
Kiribati,KIR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
"Korea, Dem. People’s Rep.",PRK,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.8110129249371,99.6532429984149,99.6245586042755
"Korea, Dem. People’s Rep.",PRK,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
"Korea, Rep.",KOR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.5274538787452,99.0018852328866,99.5949244255632
"Korea, Rep.",KOR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.7643690862892,97.7167556159443,98.0241701889086
Kosovo,XKX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..
Kosovo,XKX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Kuwait,KWT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
Kuwait,KWT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100,100,100
Kyrgyz Republic,KGZ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,82.327151691317,84.8351783566556,87.2686387002841
Kyrgyz Republic,KGZ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,48.6789972299607,57.2219166264789,66.3104188677391
Lao PDR,LAO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,58.0712681288044,69.5951781305581,80.4473555098206
Lao PDR,LAO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Late-demographic dividend,LTE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,87.4176832835372,92.0662599711493,95.7068271914778
Late-demographic dividend,LTE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Latin America & Caribbean,LCN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,92.4993071348478,94.3923052495934,96.1711548751317
Latin America & Caribbean,LCN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,62.23,63.56,65.39
Latin America & Caribbean (excluding high income),LAC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,92.2868341480754,94.2063569294714,96.0336495003903
Latin America & Caribbean (excluding high income),LAC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,92.4306438620697,94.365240632217,96.1805748890935
Latin America & the Caribbean (IDA & IBRD countries),TLA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Latvia,LVA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.9215298571428,98.2556103576703,98.5955608150605
Latvia,LVA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,81.443305,81.716906644,81.9360712766857
Least developed countries: UN classification,LDC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,54.3797258121258,58.0956443369186,61.693668603805
Least developed countries: UN classification,LDC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Lebanon,LBN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,87.6823309669468,89.9702616784313,92.2581923899159
Lebanon,LBN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,45.1668162756302,46.3453723764706,47.5239284773109
Lesotho,LSO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,68.1426359654753,69.8651558212517,71.5928717462891
Lesotho,LSO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Liberia,LBR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,64.5169832924221,67.2395327933893,69.9004765811606
Liberia,LBR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Libya,LBY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,96.75,96.75
Libya,LBY,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Liechtenstein,LIE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
Liechtenstein,LIE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100,100,100
Lithuania,LTU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,92.625144651278,95.285240257557,97.3808700401044
Lithuania,LTU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,75.2023549423727,83.5416146465196,91.6944000584097
Low & middle income,LMY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,80.6413504198696,83.8181397124657,86.4056310139123
Low & middle income,LMY,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Low income,LIC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,46.7381242467018,51.3115434737621,55.3343398381677
Low income,LIC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Lower middle income,LMC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,80.0585899953687,82.6663159734003,85.0705142146132
Lower middle income,LMC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Luxembourg,LUX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.93299,99.942735,99.9508
Luxembourg,LUX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.13576376,98.16328364,98.1860592
"Macao SAR, China",MAC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
"Macao SAR, China",MAC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.9742424242424,99.9848484848485,99.9954545454546
Madagascar,MDG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,40.8198507501291,45.6658622962621,50.6213902002365
Madagascar,MDG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Malawi,MWI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,56.8212646040218,62.004337320572,67.195084684659
Malawi,MWI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Malaysia,MYS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.547185999166,96.9162150141119,96.4338056453389
Malaysia,MYS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.2347057341505,92.6184127778381,92.1459495063088
Maldives,MDV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.3204431050542,98.1916411197459,97.8819798492644
Maldives,MDV,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Mali,MLI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,57.6852873736934,66.0617665863507,74.2680495845625
Mali,MLI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Malta,MLT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
Malta,MLT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.9714285714286,99.9571428571429,99.9428571428572
Marshall Islands,MHL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,78.959316369,78.545850267,78.161343996
Marshall Islands,MHL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Mauritania,MRT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,59.4310948190655,64.7565731043737,69.6076787256982
Mauritania,MRT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Mauritius,MUS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.5003424114423,99.726808241543,99.8652241482882
Mauritius,MUS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Mexico,MEX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,92.4670114188647,95.4643209096724,98.3104711547879
Mexico,MEX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,40.0856066691354,41.3822198465625,42.6127841443715
"Micronesia, Fed. Sts.",FSM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,90.833975,89.051416,88.3524592
"Micronesia, Fed. Sts.",FSM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Middle East & North Africa,MEA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,89.3263408851865,91.3784597455559,92.9346651852141
Middle East & North Africa,MEA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,67.79,73.44,76.55
Middle East & North Africa (excluding high income),MNA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,88.1975023525708,90.2085959187637,91.8503280741258
Middle East & North Africa (excluding high income),MNA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,88.198319041592,90.2347472437168,91.9002396357735
Middle East & North Africa (IDA & IBRD countries),TMN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Middle income,MIC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,84.0857140245945,87.3769277332692,90.1221239747116
Middle income,MIC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Moldova,MDA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,84.9517483079968,85.8734367734457,86.6933449669733
Moldova,MDA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,48.1054768685033,60.1100858168117,69.9569721477719
Monaco,MCO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
Monaco,MCO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100,100,100
Mongolia,MNG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,71.9458024185513,78.0364673361468,83.2198931428692
Mongolia,MNG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Montenegro,MNE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,96.015816692862,97.6275667981115
Montenegro,MNE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,89.2249508837623,89.7082004038348
Morocco,MAR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,70.6008648182616,77.0449763571439,82.9699953172099
Morocco,MAR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,59.4044809092553,64.2587706952938,68.7992797953121
Mozambique,MOZ,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,30.2492325679402,38.6959132863291,47.2587451084818
Mozambique,MOZ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Myanmar,MMR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,59.0454445259594,63.3106655012845,67.5366413357481
Myanmar,MMR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Namibia,NAM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,77.5947921109446,78.1194434133679,78.7872085987443
Namibia,NAM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Nauru,NRU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.077372682888,99.0474338109791,100
Nauru,NRU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Nepal,NPL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,82.4088952925728,85.1499494842423,87.7466680925844
Nepal,NPL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,24.9674721552719,25.8757442210995,26.7517122185803
Netherlands,NLD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
Netherlands,NLD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.9849449339207,99.9700220264317,99.9550991189427
New Caledonia,NCL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.5474648412413,97.2661615447213,98.9848582482012
New Caledonia,NCL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,88.6755254749166,92.825177172297,97.0651074454025
New Zealand,NZL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
New Zealand,NZL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,76.6688888888884,88.7688888888888,100
Nicaragua,NIC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,81.0934953553684,81.6232050616827,82.2561704559774
Nicaragua,NIC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,57.0431974656511,57.8176910503218,58.711273066356
Niger,NER,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,40.4710309480538,43.0857699740908,45.8353779797068
Niger,NER,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Nigeria,NGA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,53.5676785462682,60.6916800321422,67.3449676717969
Nigeria,NGA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,18.4579682552588,19.3054762354903,19.4022070110531
North America,NAC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.2222857206924,99.1967842556847,99.170476066059
North America,NAC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.03,99.01,98.99
North Macedonia,MKD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.3881988440083,96.6590384555543,96.774045924671
North Macedonia,MKD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,91.1075396014691,91.2214970948933,83.4898081092532
Northern Mariana Islands,MNP,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.9852180360062,99.1781443887316,99.2553149298218
Northern Mariana Islands,MNP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,81.5638196616688,82.2988097110649,82.3854261124621
Norway,NOR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
Norway,NOR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,95.041335,95.027633,95.0159795
Not classified,INX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..
Not classified,INX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
OECD members,OED,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.5491284800933,98.951238413851,99.3306198872295
OECD members,OED,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,90.7131530199238,91.1532906014183,91.3811239381209
Oman,OMN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,76.5789959042418,84.19131393458,90.943688
Oman,OMN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,74.6902866264351,82.0543886621786,88.5
Other small states,OSS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,79.7645275835681,82.7992369933271,84.3941631265736
Other small states,OSS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Pacific island small states,PSS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,87.8281048426321,86.1564103245207,84.2534116207633
Pacific island small states,PSS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Pakistan,PAK,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,88.8783985495496,88.7559582000453,88.5455563204491
Pakistan,PAK,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,37.9698383609898,36.8505179769679,35.6379572049868
Palau,PLW,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.0683214684789,97.6646813948181,99.5751440170674
Palau,PLW,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Panama,PAN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,90.5482637077845,92.8135685341513,95.0002247256715
Panama,PAN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Papua New Guinea,PNG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,36.6532128342277,36.6039890537131,36.5963320211886
Papua New Guinea,PNG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Paraguay,PRY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,83.537261866272,91.3666267793172,98.8853415706399
Paraguay,PRY,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Peru,PER,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,83.9130989661797,87.0266391396084,89.8676383513503
Peru,PER,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,46.8235665791592,48.5506537603496,50.1557336454723
Philippines,PHL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,87.5313267255206,88.9869506940776,90.5029776028096
Philippines,PHL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Poland,POL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.920094,97.900774,97.8885955
Poland,POL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.9126880177936,93.8941586939501,93.8824786023132
Portugal,PRT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.0574000507987,99.5788949972923,99.9045696803978
Portugal,PRT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,94.153396142142,94.7991080374222,95.1091503357387
Post-demographic dividend,PST,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.1841727215019,99.2970268392598,99.4011804793644
Post-demographic dividend,PST,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,95.0032504500356,96.3263795602293,97.0832120910478
Pre-demographic dividend,PRE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,48.588447945039,53.5553977555547,58.3744325377532
Pre-demographic dividend,PRE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Puerto Rico,PRI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.0791587549451,97.0981720496312,97.1171853443172
Puerto Rico,PRI,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Qatar,QAT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
Qatar,QAT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Romania,ROU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
Romania,ROU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,95.9934782608696,92.5716093576984,87.7790992658906
Russian Federation,RUS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.6210512657929,95.9977722457457,96.3750570074426
Russian Federation,RUS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,74.9569687675474,75.2226000743522,75.510096552752
Rwanda,RWA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,50.2204645629789,53.4755519860447,56.710107974238
Rwanda,RWA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Samoa,WSM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,93.3272695256285,94.6933370793435,95.5143362180647
Samoa,WSM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
San Marino,SMR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
San Marino,SMR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100,100,100
Sao Tome and Principe,STP,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,71.3446427562632,75.5960964485039,79.6970585379048
Sao Tome and Principe,STP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Saudi Arabia,SAU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.7639017451992,99.3560380901787,99.9928926281705
Saudi Arabia,SAU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Senegal,SEN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,66.1594384749601,70.7009591417224,75.1886316603243
Senegal,SEN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Serbia,SRB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,91.2982911109537,90.0648874070552,91.1824531642154
Serbia,SRB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,77.8345662853094,83.0780558558777,88.143787246968
Seychelles,SYC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.4603176231582,95.6560322571016,96.2508914977986
Seychelles,SYC,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Sierra Leone,SLE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,44.5328092839354,51.3459561854631,58.0913967160309
Sierra Leone,SLE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Singapore,SGP,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
Singapore,SGP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100,100,100
Sint Maarten (Dutch part),SXM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,95.5,95.5
Sint Maarten (Dutch part),SXM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Slovak Republic,SVK,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.966823,97.948385,97.925558
Slovak Republic,SVK,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.444571,93.429645,93.411166
Slovenia,SVN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.5828637305472,99.549567611127,99.5232803382862
Slovenia,SVN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,82.2886397293425,90.3910073909035,98.0289234265063
Small states,SST,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,83.1428780710365,85.2531121550955,86.3660172789511
Small states,SST,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Solomon Islands,SLB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,78.8395780116501,71.2055047534599,64.0340593805722
Solomon Islands,SLB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Somalia,SOM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,26.9221331145911,33.3579439525495,40.0024332234829
Somalia,SOM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
South Africa,ZAF,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,79.7427354090174,82.3319088381657,84.6972654716157
South Africa,ZAF,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
South Asia,SAS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,83.8961777286472,86.0606688787472,88.1272637783343
South Asia,SAS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
South Asia (IDA & IBRD),TSA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,83.8961777286472,86.0606688787472,88.1272637783343
South Asia (IDA & IBRD),TSA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
South Sudan,SSD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,50.4112110926359
South Sudan,SSD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Spain,ESP,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,99.9434104888889
Spain,ESP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,98.45,98.45,98.1776322862262
Sri Lanka,LKA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,82.408151097159,87.3541460262809,92.311864289308
Sri Lanka,LKA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
St. Kitts and Nevis,KNA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.6323979591837,98.9676020408163,..
St. Kitts and Nevis,KNA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
St. Lucia,LCA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,90.7786171507388,94.9584915919831,98.162453672
St. Lucia,LCA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
St. Martin (French part),MAF,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..
St. Martin (French part),MAF,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
St. Vincent and the Grenadines,VCT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,93.8637547114175,94.5756798163022,95.1452199002099
St. Vincent and the Grenadines,VCT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Sub-Saharan Africa,SSF,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,48.7011829304648,53.2394226626555,57.6246612480132
Sub-Saharan Africa,SSF,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,19.88,21.98,24.16
Sub-Saharan Africa (excluding high income),SSA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,48.6961363702983,53.2349921069859,57.6210360214985
Sub-Saharan Africa (excluding high income),SSA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,48.7011829304648,53.2394226626554,57.6246612480132
Sub-Saharan Africa (IDA & IBRD countries),TSS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Sudan,SDN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,44.8789712848559,51.8671394198842,58.9314485730064
Sudan,SDN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Suriname,SUR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,91.335696627124,93.7289366203944,94.680941810104
Suriname,SUR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Sweden,SWE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
Sweden,SWE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,97.95,97.95,97.95
Switzerland,CHE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100,100,100
Switzerland,CHE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,93.3027027027027,94.4986486486487,95.4554054054054
Syrian Arab Republic,SYR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.6799425236458,96.4161133370833,96.7448503943333
Syrian Arab Republic,SYR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..
Tajikistan,TJK,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,63.1935356489551,69.2531395373192,74.1397295638205
Tajikistan,TJK,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,40.8814319094582,44.5194391709758,47.4035467451486
